WB_version,category_1,Additional_categories,Gene_set_name,Number_genes,Refs,Data_from,Rawdata,Selection_criteria,decided_by,Comment
NA,TF Targets,NA,HAM-1 L4 targets (Araya),215,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,Kim Mountains,NA,Heat shock,25,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Other,NA,heme response genes,288,http://www.ncbi.nlm.nih.gov/pubmed/20686661,Table S1,NA,NA,NA,
NA,Tissue,NA,herm soma enriched,415,http://www.ncbi.nlm.nih.gov/pubmed/14668411,Data S1,GSE715-737,NA,NA,
NA,Tissue,NA,Hermap. Z1 Z4 daughter enriched,455,http://www.ncbi.nlm.nih.gov/pubmed/26497144,Table S2,GSE71772,NA,NA,add in 2015.11.11
NA,Kim Mountains,NA,Hermaphrodite,116,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Other,NA,Hermaphrodite enriched,70,http://www.ncbi.nlm.nih.gov/pubmed/11030340,NA,NA,NA,NA,
NA,Tissue,NA,Hermaphrodite Z1 Z4 enriched,415,http://www.ncbi.nlm.nih.gov/pubmed/26497144,Table S2,GSE71772,NA,NA,add in 2015.11.11
NA,Tissue,NA,hermaphrodite-bias and gonad-depletion,121,http://www.ncbi.nlm.nih.gov/pubmed/26497144,Table S3,GSE71772,NA,NA,add in 2015.11.11
NA,Tissue,NA,Hermaphrodite-enriched genes (Kim),68,https://www.ncbi.nlm.nih.gov/pubmed/27732864,Supplementary Table 2,GSE83216,NA,NA,add in 2017.07.27
NA,Kim Mountains,NA,Histone,34,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,TF Targets,NA,HLH-1 EM targets (Araya),104,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,HLH-1 Emb targets,623,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,HLH-1 targets,266,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-11 targets,486,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and CND-1 targets,2403,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-10 targets,5920,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-14 targets,2554,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-15 targets,85,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-3 targets,4079,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-4 targets,3500,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-8 targets,317,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-2 and HLH-9 targets,1058,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-25 targets,5766,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-26 targets,422,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-27 targets,1505,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-29 targets,740,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,HLH-30 targets,548,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,Chemicals/stress,NA,hlh-30-dependent Cry5B response genes,521,https://www.ncbi.nlm.nih.gov/pubmed/27875098,Supplementary Table 1,GSE78878,NA,NA,add in 2017.07.26
NA,TF Targets,NA,Hox gene Targets,296,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,HPL-2 L1 targets (Araya),216,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,HPL-2 YA targets (Araya),21,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,Tissue,NA,hypodermis enriched core,177,http://www.ncbi.nlm.nih.gov/pubmed/21177967,Supp file 8,GSE23262-9,NA,NA,
NA,Other,NA,Hypoxia resistance (Mabon),197,http://www.ncbi.nlm.nih.gov/pubmed/19047414,TableS2,NA,NA,NA,
NA,Chemicals/stress,NA,Hypoxia response genes (Albores),355,http://www.biorxiv.org/content/early/2017/03/02/112920.1,Supp. Table S1,GSE97355,NA,NA,add in 2017.07.25
NA,Other,NA,Hypoxia-Normoxia changed,524,http://www.ncbi.nlm.nih.gov/pubmed/15781453,Table S1,GSE2836,NA,NA,
NA,Other,NA,inactivations enhance exogenous RNAi,70,http://www.ncbi.nlm.nih.gov/pubmed/24352423,Supplemental Table 4,GSE52785,NA,NA,
NA,DAF/Insulin/food,NA,"Increased abundance by daf-2 mutant, proteomics",49,http://www.ncbi.nlm.nih.gov/pubmed/17673661,Table S3,NA,NA,NA,
NA,Other,NA,Increased siRNA reads by mut-16(mg461) mutant,52,http://www.ncbi.nlm.nih.gov/pubmed/21245313,Table S1,GSE15778,NA,NA,
NA,TF Targets,NA,Increased siRNA reads by mut-16(pk710) mutant,104,http://www.ncbi.nlm.nih.gov/pubmed/21245313,Dataset_S05,GSE26165,NA,NA,
NA,TF Targets,NA,Increased small RNAs reads by starved at P0,577,http://www.ncbi.nlm.nih.gov/pubmed/25018105,Table S1,NA,NA,NA,
NA,DAF/Insulin/food,NA,Induced by daf-16 (Heimbucher),441,https://www.ncbi.nlm.nih.gov/pubmed/26154057,Supplementary Table 4,GSE70117,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,Induced by heat,37,http://www.ncbi.nlm.nih.gov/pubmed/26779286,Additional file 1,GSE74405,NA,NA,add in 2016.06.07
NA,DAF/Insulin/food,NA,Inherited small RNAs reads changed by starved at F3,461,http://www.ncbi.nlm.nih.gov/pubmed/25018105,Table S2,NA,NA,NA,
NA,TF Targets,NA,interacting proteins with cey-1,105,http://www.ncbi.nlm.nih.gov/pubmed/25378320,Table S3,GSE62856,NA,NA,
NA,Other,NA,interacting proteins with cey-4,128,http://www.ncbi.nlm.nih.gov/pubmed/25378320,Table S3,GSE58031,NA,NA,
NA,Kim Mountains,NA,Intestine,8,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Tissue,NA,intestine enriched core,298,http://www.ncbi.nlm.nih.gov/pubmed/21177967,Supp file 9,GSE23262-9,NA,NA,
NA,Tissue,NA,Intestine-enriched mRNA tag (Pauli),589,http://www.ncbi.nlm.nih.gov/pubmed/16354718,Sup. table 6,GSE2626,NA,NA,
NA,TF Targets,NA,IP by alg-1 wild-type,109,http://www.ncbi.nlm.nih.gov/pubmed/26351692,Supplemental Table S2,GSE72659,NA,NA,add in 2015.10.06
NA,TF Targets,NA,JUN-1 L1 targets (Araya),14,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,JUN-1 L3 targets (Araya),72,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,JUN-1 L4 targets (Araya),25,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,KGB-1 interacting,10,http://www.ncbi.nlm.nih.gov/pubmed/23437011,Table S1,NA,NA,NA,
NA,Other,NA,Known and candidate x-box regulated genes,82,http://www.ncbi.nlm.nih.gov/pubmed/17187676,Additional data file 2,GSE6563,NA,NA,
NA,TF Targets,NA,Known miRNA targets,15,http://www.ncbi.nlm.nih.gov/pubmed/22454234,Table 1,NA,NA,NA,
NA,Tissue,NA,L1 DD neurons,201,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71618,Supplemental Table,GSE71618,NA,NA,add in 2015.10.06
NA,Tissue,NA,L1 mRNA-tagging derived muscle,1259,"http://www.ncbi.nlm.nih.gov/pubmed/12214599,http://www.ncbi.nlm.nih.gov/pubmed/17848203",Additional data file 8,GSE8231,NA,NA,
NA,Development/Dauer/Aging,NA,L3 cluster gene,159,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 8,GSE30505,NA,NA,
NA,Mutants,NA,L4 peak genes (highly express in L4),744,http://www.ncbi.nlm.nih.gov/pubmed/24569038,Table S1,GSE51502,NA,NA,
NA,Tissue,NA,Larval A-class enriched,400,http://www.ncbi.nlm.nih.gov/pubmed/17612406,Additional data file 1:,GSE8004,NA,NA,
NA,Tissue,NA,Larval Pan-neural enriched,1520,http://www.ncbi.nlm.nih.gov/pubmed/17612406,Additional data file 1:,GSE8004,NA,NA,
NA,Development/Dauer/Aging,NA,Late stage Nodes,212,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,NA,NA,NA,
NA,TF Targets,NA,let-60 targets (heatshock activated),648,http://www.ncbi.nlm.nih.gov/pubmed/12074557,Supplemental Table 1,NA,NA,NA,
NA,Other,NA,lethality and developmental abnormalities when RNAi,2177,http://www.ncbi.nlm.nih.gov/pubmed/22413862,Table S1,NA,NA,NA,
NA,Chemicals/stress,NA,Light and Temperature Driven,1652,http://www.ncbi.nlm.nih.gov/pubmed/20967231,Table S3,GSE23528,NA,NA,
NA,Chemicals/stress,NA,Light and Temperature Entrained,191,http://www.ncbi.nlm.nih.gov/pubmed/20967231,Table S2.,GSE23528,NA,NA,
NA,TF Targets,NA,LIN-11 L2 Targets,312,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,LIN-13 Emb Targets,1195,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,LIN-13 L2 targets (Araya),26,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-13 L4 targets (Araya),110,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-15B L3 Targets,2393,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,LIN-15B L3 targets (Araya),194,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-15B L4 targets (Araya),14,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-32 targets genes,3227,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,LIN-35 L1 targets (Araya),173,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-35 YA targets (Araya),262,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-39 L1 targets (Araya),73,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LIN-39 L3 Targets,821,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,lin-41 associated genes,3879,https://www.ncbi.nlm.nih.gov/pubmed/28576864,Supp. File S3,GSE98130,NA,NA,add in 2017.07.24
NA,Other,NA,LIN-41 Associated Proteins,81,https://www.ncbi.nlm.nih.gov/pubmed/28576864,Supp. File S2,GSE98130,NA,NA,add in 2017.07.24
NA,Chemicals/stress,NA,lin-42 targets,338,http://www.ncbi.nlm.nih.gov/pubmed/25032706,Re-analysis (fdr<0.05 & fold>=2),GSE29951,NA,NA,
NA,Other,NA,LIN-53::TAP co-precipitates NuRD complex core components,13,http://www.ncbi.nlm.nih.gov/pubmed/21060680,Table 1,NA,NA,NA,
NA,TF Targets,NA,lin-54 targets,1564,http://www.ncbi.nlm.nih.gov/pubmed/21589891,Table S1,GSE28853,NA,NA,
NA,TF Targets,NA,LIN-54 targets and in fly DRM,326,http://www.ncbi.nlm.nih.gov/pubmed/21589891,Table S1,GSE28853,NA,NA,
NA,TF Targets,NA,LIN-54 targets and in human DRM,62,http://www.ncbi.nlm.nih.gov/pubmed/21589891,Table S1,GSE28853,NA,NA,
NA,Kim Mountains,NA,Lipid Metabolism,302,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,TF Targets,NA,Lost RNA Polymerase II binding by sig-7 RNAi,448,https://www.ncbi.nlm.nih.gov/pubmed/27541139,Supplementary Table 2,GSE85442,NA,NA,add in 2017.07.27
NA,TF Targets,NA,Low-complexity elt-2 targets,2477,http://www.ncbi.nlm.nih.gov/pubmed/27070429,S1 Table,GSE69264,NA,NA,add in 2016.06.03
NA,TF Targets,NA,LSY-2 EM targets (Araya),512,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LSY-2 L1 targets (Araya),124,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LSY-2 L2 targets (Araya),63,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LSY-2 L4 targets (Araya),133,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,LSY-2 S1 targets (Araya),26,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,MAB-5 EM targets (Araya),34,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,MAB-5 L2 targets (Araya),160,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,MAB-5 L3 Targets,1642,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,Kim Mountains,NA,Male,1442,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Tissue,NA,male soma enriched genes,367,http://www.ncbi.nlm.nih.gov/pubmed/14668411,Data S1,GSE715-737,NA,NA,
NA,Tissue,NA,Male Z1 Z4 daughter enriched,384,http://www.ncbi.nlm.nih.gov/pubmed/26497144,Table S2,GSE71772,NA,NA,add in 2015.11.11
NA,Tissue,NA,Male Z1 Z4 enriched,450,http://www.ncbi.nlm.nih.gov/pubmed/26497144,Table S2,GSE71772,NA,NA,add in 2015.11.11
NA,Tissue,NA,Male-enriched genes (Kim),1750,https://www.ncbi.nlm.nih.gov/pubmed/27732864,Supplementary Table 2,GSE83216,NA,NA,add in 2017.07.27
NA,Development/Dauer/Aging,NA,maturity genes,32,http://www.ncbi.nlm.nih.gov/pubmed/12372248,Supplemental Figure 1,GSE4005,NA,NA,
NA,TF Targets,NA,MDL-1 and MXL-1 targets,5615,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,TF Targets,NA,MDL-1 L1 Targets,3257,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,TF Targets,NA,MDL-1 L1 targets (Araya),221,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,Tissue,NA,"mec-3 dependent genes, touch receptor neurons",68,http://www.ncbi.nlm.nih.gov/pubmed/12124626,Table 1,GSE3121,NA,NA,
NA,Kim Mountains,NA,Mechanosensation,11,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,TF Targets,NA,MEP-1 EM targets (Araya),41,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,MEP-1 Emb Targets,2164,http://www.ncbi.nlm.nih.gov/pubmed/21177963,Supp Table S4,encode,NA,NA,
NA,Tissue,NA,Mesoderm genes,300,http://www.ncbi.nlm.nih.gov/pubmed/25487147,Supplementary Table 2,GSE50548,NA,NA,
NA,TF Targets,NA,miR-124 targets,50,http://www.ncbi.nlm.nih.gov/pubmed/20176573,Figure 7,GSE16050,NA,NA,
NA,TF Targets,NA,mir-58 targets,127,http://www.ncbi.nlm.nih.gov/pubmed/22454234,Table S6,GSE32941,NA,NA,
NA,Mutants,NA,mis-regulated deps-1 mutant germ lines,23,http://www.ncbi.nlm.nih.gov/pubmed/18234720,Table 3,GSE9993,NA,NA,
NA,Kim Mountains,NA,Mitochondrial,160,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,TF Targets,NA,MML-1 L1 targets (Araya),91,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,Other,NA,modified 128Q-neuron dysfunction when knocked-down by RNAi,650,http://www.ncbi.nlm.nih.gov/pubmed/22413862,Table S3,NA,NA,NA,
NA,Microbes,NA,MPK-1 Signaling-Dependent,75,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Supplemental Table 1,GSE5069,NA,NA,
NA,Tissue,NA,muscle depeleted 0h only,893,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 5,GSE8231,NA,NA,
NA,Tissue,NA,muscle depeleted 24h only,780,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 5,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Depleted 0h and 24H,799,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 5,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Depleted 24H,1579,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 5,GSE8231,NA,NA,
NA,Tissue,NA,Muscle depleted genes,2472,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 5,GSE8231,NA,NA,
NA,Tissue,NA,muscle gene induced by hlh-1,2326,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 10,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 0h and 24h in bwm,715,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 0h and 24h in vulval muscle,57,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 0h in body,50,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 0h in bwm,611,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 0h in vulval muscle,39,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 24h in body,48,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 24h in bwm,651,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key 24h in vulval muscle,48,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle Key total (0 and 24H) in body,53,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Muscle-enriched mRNA tag (Pauli),199,http://www.ncbi.nlm.nih.gov/pubmed/16354718,Sup. table 7,GSE2626,NA,NA,
NA,TF Targets,NA,MXL-3 targets,1601,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,GSE15762,NA,NA,
NA,Tissue,NA,"N2 Enriched Genes vs unc-4 GFP, motor neurons",1465,http://www.ncbi.nlm.nih.gov/pubmed/15780142,Additional File 10,GSE8159,NA,NA,
NA,Tissue,NA,negative Enriched Intestinal genes,1052,http://www.ncbi.nlm.nih.gov/pubmed/22467213,Supp table,GSE32165,NA,NA,
NA,Tissue,NA,Neural Enriched without EST confirmation,313,http://www.ncbi.nlm.nih.gov/pubmed/17612406,Additional data file 16,GSE8004,NA,NA,
NA,Tissue,NA,Neuron expression Key 0h,785,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Neuron expression Key 24h,902,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Tissue,NA,Neuron expression Key total,1021,http://www.ncbi.nlm.nih.gov/pubmed/17848203,Additional data file 2,GSE8231,NA,NA,
NA,Kim Mountains,NA,Neuronal,79,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Chemicals/stress,NA,neuronal miRNA targets,850,http://www.ncbi.nlm.nih.gov/pubmed/23818874,Re-analysis (p-value<0.01 & fold>=1.5),GSE44318,NA,NA,
NA,TF Targets,NA,NFI-1 targets with motif in mouse and human orthologs,24,http://www.ncbi.nlm.nih.gov/pubmed/19584245,Supp table,GSE13918,NA,NA,
NA,TF Targets,NA,NHR-10 L4 targets (Araya),101,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-11 L2 targets (Araya),125,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-129 L2 targets (Araya),113,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-2 EM targets (Araya),175,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-2 LE targets (Araya),175,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-21 L2 targets (Araya),91,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-23 L3 targets (Araya),379,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-237 EM targets (Araya),55,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-237 L4 targets (Araya),18,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-25 L2 targets (Araya),182,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-25 L3 targets (Araya),188,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,nhr-25 targets (L1),1391,http://www.ncbi.nlm.nih.gov/pubmed/24097988,supplemental data,GSE44710,NA,NA,
NA,TF Targets,NA,NHR-275 L4 targets (Araya),15,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-275 LY targets (Araya),15,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-28 L4 targets (Araya),336,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-6 L4 targets (Araya),30,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-67 L3 targets (Araya),19,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-76 EM targets (Araya),16,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,TF Targets,NA,NHR-77 L3 targets (Araya),48,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
