Categories,Gene Set name,Refs,Rawdata,Additional categories,
Mutants,Down glp-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
DAF/Insulin/food,Down nhr-114 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
DAF/Insulin/food,Down nhr-114 RNAi vs. glp-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
Chemicals/stress,UP by Tryptophan (TRP),http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
Mutants,UP glp-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
DAF/Insulin/food,UP nhr-114 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
DAF/Insulin/food,UP nhr-114 RNAi vs. glp-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/23499532,GSE43864,NA,
DAF/Insulin/food,Core Dietary Response Genes in Two Metabolic Mutants,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,Down found to affect acdh-1,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,Down metr-1 strain fed Comamonas DA1877,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,Down pcca-1 strain fed Comamonas DA1877,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,UP found to affect acdh-1,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,UP pcca-1 strain fed Comamonas DA1877,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,UP metr-1 strain fed Comamonas DA1877,http://www.ncbi.nlm.nih.gov/pubmed/23540702,GSE43952,NA,
DAF/Insulin/food,Down Core diet response genes Comamonas DA1877,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
DAF/Insulin/food,Down fed by Comamonas DA1877 vs. OP50 Gravid adult,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
DAF/Insulin/food,Down fed by Comamonas DA1877 vs. OP50 Young adult,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
Microbes,Down fed by E. Coli HT115 vs. OP50,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
DAF/Insulin/food,UP Core diet response genes Comamonas DA1877,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
DAF/Insulin/food,UP fed by Comamonas DA1877 vs. OP50 Gravid adult,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
DAF/Insulin/food,UP fed by Comamonas DA1877 vs. OP50 Young adult,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
Microbes,UP fed by E. Coli HT115 vs. OP50,http://www.ncbi.nlm.nih.gov/pubmed/23540701,GSE43959,NA,
Mutants,Comman by Resveratrol Treatment widltype vs. daf-16 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
Mutants,Down by Resveratrol daf-16 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
Development/Dauer/Aging,Down by Resveratrol N2,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
Development/Dauer/Aging,Down overexpressed SIR-2.1,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
DAF/Insulin/food,UP by Resveratrol Treatment in daf-16 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
Development/Dauer/Aging,UP by Resveratrol Treatment in N2,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
Development/Dauer/Aging,UP overexpressed SIR-2.1,http://www.ncbi.nlm.nih.gov/pubmed/16256736,GSE4402,NA,
Chemicals/stress,neuronal miRNA targets,http://www.ncbi.nlm.nih.gov/pubmed/23818874,GSE44318,NA,
Chemicals/stress,UP by peptide (13L) isolated from cocoa,http://www.ncbi.nlm.nih.gov/pubmed/23675471,GSE44318,NA,
Mutants,down by emr-1(gk119) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24490688,GSE44682,NA,
Mutants,down by lem-2(tm1582) mutant and emr-1 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/24490688,GSE44682,NA,
Mutants,elt-3 targets,http://www.ncbi.nlm.nih.gov/pubmed/24097988,GSE44682,NA,
Mutants,UP by emr-1(gk119) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24490688,GSE44682,NA,
Mutants,UP by lem-2(tm1582) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24490688,GSE44682,NA,
Mutants,UP by lem-2(tm1582) mutant and emr-1 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/24490688,GSE44682,NA,
Tissue,down in germline-ablated animals,http://www.ncbi.nlm.nih.gov/pubmed/25093668,GSE44702,NA,
Tissue,down in gonad-ablated animals,http://www.ncbi.nlm.nih.gov/pubmed/25093668,GSE44702,NA,
Tissue,UP in germline-ablated animals,http://www.ncbi.nlm.nih.gov/pubmed/25093668,GSE44702,NA,
Tissue,UP in gonad-ablated animals,http://www.ncbi.nlm.nih.gov/pubmed/25093668,GSE44702,NA,
TF Targets,Co-expressed with genes that inactivations enhance exogenous RNAi,http://www.ncbi.nlm.nih.gov/pubmed/24352423,GSE44710,NA,
TF Targets,nhr-25 targets (L1),http://www.ncbi.nlm.nih.gov/pubmed/24097988,GSE44710,NA,
Chemicals/stress,down by Rifampicin,http://www.ncbi.nlm.nih.gov/pubmed/25720500,GSE45292,NA,
Chemicals/stress,Germline nuclear RNAi-dependent heterochromatin,http://www.ncbi.nlm.nih.gov/pubmed/25534009,GSE45292,NA,
Mutants,"down by Cadmium under mtl-1 KO, mtl-2 (zs1) mutant",http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,GSE45651,NA,
Mutants,"UP by lin-35(n745), starved L1",http://www.ncbi.nlm.nih.gov/pubmed/23664972,GSE45651,NA,
Mutants,down by dichlorvos,http://www.ncbi.nlm.nih.gov/pubmed/23631360,GSE45678,NA,
Mutants,UP in homozygous vs. heterozygous kle-2 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24125077,GSE45678,NA,
TF Targets,"Targets of DEAD box (mut-14, smut-1) influenced endogenous siRNAs",http://www.ncbi.nlm.nih.gov/pubmed/24684932,GSE45871,NA,
Chemicals/stress,down by Fasting,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE46051,NA,
Chemicals/stress,down by rotenone after 10days,http://www.ncbi.nlm.nih.gov/pubmed/24199155,GSE46051,NA,
Chemicals/stress,down by rotenone after 1day,http://www.ncbi.nlm.nih.gov/pubmed/24199155,GSE46051,NA,
Chemicals/stress,down by rotenone after 5days,http://www.ncbi.nlm.nih.gov/pubmed/24199155,GSE46051,NA,
Chemicals/stress,UP by rotenone after 1day,http://www.ncbi.nlm.nih.gov/pubmed/24199155,GSE46051,NA,
Chemicals/stress,UP by rotenone after 20days,http://www.ncbi.nlm.nih.gov/pubmed/24199155,GSE46051,NA,
Chemicals/stress,UP by rotenone after 5days,http://www.ncbi.nlm.nih.gov/pubmed/24199155,GSE46051,NA,
Chemicals/stress,"down by mec-3(e1338), PVD/OLL",http://www.ncbi.nlm.nih.gov/pubmed/23889932,GSE46257,NA,
Chemicals/stress,UP by arsenite at 48h,http://www.ncbi.nlm.nih.gov/pubmed/23534459,GSE46257,NA,
Other,down by ced-4(n1162) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE46291,NA,
Other,UP in sleep vs. wake,http://www.ncbi.nlm.nih.gov/pubmed/25409030,GSE46291,NA,
Chemicals/stress,down by daf-16 mutant under daf-2;rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE46344,NA,
Chemicals/stress,UP by 2-deoxy-D-glucose (DOG),http://www.ncbi.nlm.nih.gov/pubmed/24204961,GSE46344,NA,
Mutants,antisense small RNA reads depleted in rde-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/23811144,GSE46530,NA,
Mutants,down by mec-3(e1338) mutant,http://www.ncbi.nlm.nih.gov/pubmed/23889932,GSE46530,NA,
Mutants,"UP by mec-3(e1338), PVD/OLL",http://www.ncbi.nlm.nih.gov/pubmed/23889932,GSE46530,NA,
TF Targets,dot-1.1 targets,http://www.ncbi.nlm.nih.gov/pubmed/23806335,GSE47132,NA,
TF Targets,down by npr-1 (ad609) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24586193,GSE47132,NA,
Development/Dauer/Aging,Down Embryo vs. Old,http://www.ncbi.nlm.nih.gov/pubmed/17472752,GSE4766,NA,
Development/Dauer/Aging,Down Embryo vs. Young,http://www.ncbi.nlm.nih.gov/pubmed/17472752,GSE4766,NA,
Development/Dauer/Aging,Down Young vs. Old,http://www.ncbi.nlm.nih.gov/pubmed/17472752,GSE4766,NA,
Development/Dauer/Aging,UP Embryo vs. Old,http://www.ncbi.nlm.nih.gov/pubmed/17472752,GSE4766,NA,
Development/Dauer/Aging,UP Embryo vs. Young,http://www.ncbi.nlm.nih.gov/pubmed/17472752,GSE4766,NA,
Development/Dauer/Aging,UP Young vs. Old,http://www.ncbi.nlm.nih.gov/pubmed/17472752,GSE4766,NA,
Mutants,down by acs-3(ft5) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24651852,GSE48605,NA,
Mutants,down by cyc-1 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/19360127,GSE48605,NA,
Mutants,UP by acs-3(ft5) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24651852,GSE48605,NA,
Mutants,UP by nhr-25 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/24651852,GSE48605,NA,
Mutants,down by nhr-8(hd117) mutant,http://www.ncbi.nlm.nih.gov/pubmed/23931753,GSE48675,NA,
Mutants,down by nicotinic acid (NA),http://www.ncbi.nlm.nih.gov/pubmed/24077178,GSE48675,NA,
TF Targets,down by lin-54;mes-4 mutant (germline),http://www.ncbi.nlm.nih.gov/pubmed/24281426,GSE48917,NA,
Other,"Cluster 1, cycling expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 10, decreasing expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 11, decreasing expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 2, cycling expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 3, cycling expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 4, cycling expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 5, cycling expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 6, cycling expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 7, decreasing expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 8, increasing expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,"Cluster 9, increasing expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE49043,NA,
Other,down by ercc-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24013725,GSE49043,NA,
Mutants,"eap-1 targets G10 (spr-5 mutant, generation 10)",http://www.ncbi.nlm.nih.gov/pubmed/24685137,GSE49220,NA,
Mutants,prg-1 regulated,http://www.ncbi.nlm.nih.gov/pubmed/24696457,GSE49220,NA,
TF Targets,down by Hydrogen sulfide (H2S),http://www.ncbi.nlm.nih.gov/pubmed/24093496,GSE49307,NA,
Mutants,down by npr-1 (ky13) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24586193,GSE49307,NA,
Mutants,npr-1 associated by eQTL,http://www.ncbi.nlm.nih.gov/pubmed/24586193,GSE49307,NA,
Mutants,UP by npr-1 (ad609) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24586193,GSE49307,NA,
Mutants,UP by npr-1 (ky13) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24586193,GSE49307,NA,
Chemicals/stress,down by 1-methylnicotinamide (MNA),http://www.ncbi.nlm.nih.gov/pubmed/24077178,GSE49662,NA,
Chemicals/stress,down by gei-8(ok1671) homozygous mutant,http://www.ncbi.nlm.nih.gov/pubmed/23484030,GSE49662,NA,
Chemicals/stress,UP by 1-methylnicotinamide (MNA),http://www.ncbi.nlm.nih.gov/pubmed/24077178,GSE49662,NA,
Chemicals/stress,UP by nicotinic acid (NA),http://www.ncbi.nlm.nih.gov/pubmed/24077178,GSE49662,NA,
TF Targets,alg-3/alg-4 26G-RNA Targets,http://www.ncbi.nlm.nih.gov/pubmed/24360276,GSE49672,NA,
TF Targets,alg-3/alg-4 negatively regulated proteins (sperm),http://www.ncbi.nlm.nih.gov/pubmed/24360276,GSE49672,NA,
TF Targets,alg-3/alg-4 negatively regulated targets,http://www.ncbi.nlm.nih.gov/pubmed/24360276,GSE49672,NA,
TF Targets,alg-3/alg-4 positively regulated proteins (sperm),http://www.ncbi.nlm.nih.gov/pubmed/24360276,GSE49672,NA,
TF Targets,alg-3/alg-4 positively regulated targets,http://www.ncbi.nlm.nih.gov/pubmed/24360276,GSE49672,NA,
TF Targets,down by peptide (13L) isolated from cocoa,http://www.ncbi.nlm.nih.gov/pubmed/23675471,GSE49672,NA,
Mutants,down by csr-1 hypomorphic mutant,http://www.ncbi.nlm.nih.gov/pubmed/24681887,GSE49946,NA,
Mutants,expression oscillatory during larval development,http://www.ncbi.nlm.nih.gov/pubmed/24440504,GSE49946,NA,
Mutants,UP by csr-1 hypomorphic mutant,http://www.ncbi.nlm.nih.gov/pubmed/24681887,GSE49946,NA,
Mutants,UP by drh-3 (ne4253) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24681887,GSE49946,NA,
Tissue,Germline enriched,http://www.ncbi.nlm.nih.gov/pubmed/11030340,GSE5,NA,
Mutants,down by zip-2 RNAi on OP50,http://www.ncbi.nlm.nih.gov/pubmed/20133860,GSE50513,NA,
Mutants,UP by zip-2 RNAi on OP50,http://www.ncbi.nlm.nih.gov/pubmed/20133860,GSE50513,NA,
Tissue,absent in blastomeres compard to whole embryo,http://www.ncbi.nlm.nih.gov/pubmed/25487147,GSE50548,NA,
Tissue,Ectoderm genes,http://www.ncbi.nlm.nih.gov/pubmed/25487147,GSE50548,NA,
Tissue,Endoderm genes,http://www.ncbi.nlm.nih.gov/pubmed/25487147,GSE50548,NA,
Tissue,Mesoderm genes,http://www.ncbi.nlm.nih.gov/pubmed/25487147,GSE50548,NA,
Tissue,UP by Rifampicin,http://www.ncbi.nlm.nih.gov/pubmed/25720500,GSE50548,NA,
Mutants,Down dpl-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,down efl-1 mutant vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,Down glp-4 vs. wt Adult,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,Down glp-4 vs. wt L2,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,Down glp-4 vs. wt L3,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,Down glp-4 vs. wt L4,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,Down lin-35(n745) mutant,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Microbes,MPK-1 Signaling-Dependent,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP efl-1(n3639) vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP dpl-1(n3316) unc-4(e120) vs. unc-4(e120),http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP glp-4 vs. wt Adult,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP glp-4 vs. wt L2,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP glp-4 vs. wt L3,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP glp-4 vs. wt L4,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP lin-35(n745),http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,UP mes-4 mutant vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/17096596,GSE5069,NA,
Mutants,Common down elf-1 dpl-1 lin-35 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16854972,GSE5071,NA,
Mutants,Down efl-1/dpl-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16854972,GSE5071,NA,
Mutants,no pattern elf-1 dpl-1 lin-35 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16854972,GSE5071,NA,
Mutants,UP by lin-35 mutant (Chi),http://www.ncbi.nlm.nih.gov/pubmed/16854972,GSE5071,NA,
Mutants,up variably elf-1 dpl-1 lin-35 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16854972,GSE5071,NA,
DAF/Insulin/food,Up by fasting,https://pubmed.ncbi.nlm.nih.gov/27989925/,GSE51046,NA,
DAF/Insulin/food,Up by fasting in a cholesterol-dependent manner,https://pubmed.ncbi.nlm.nih.gov/27989925/,GSE51046,NA,
DAF/Insulin/food,down by daf-16 mutant (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,down by daf-2 mutant (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,down by daf-2 mutant:daf-16;daf-2 vs. daf-16 (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,down by daf-2; daf-16 mutant (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
Chemicals/stress,down by starved (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
Chemicals/stress,down by UV irradiation,http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,down by UV irradiation on xpa-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
Chemicals/stress,enriched by dsRNA-specific antibody:J2 (tdp-1(ok803) vs. wild-type),http://www.ncbi.nlm.nih.gov/pubmed/25391662,GSE51162,NA,
DAF/Insulin/food,UP by daf-16 mutant (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,UP by daf-16 mutant:daf-16;daf-2 vs. daf-2 (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,UP by daf-2 mutant (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,UP by daf-2 mutant:daf-16;daf-2 vs. daf-16 (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,UP by daf-2; daf-16 mutant (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,UP by starved (Mueller),http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
Chemicals/stress,UP by UV irradiation,http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
Chemicals/stress,UP by UV irradiation on xpa-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
DAF/Insulin/food,"UP by UV irradiation, daf-2/daf-16 dependent",http://www.ncbi.nlm.nih.gov/pubmed/25419847,GSE51162,NA,
Development/Dauer/Aging,"down by lin-35(n745), starved L1",http://www.ncbi.nlm.nih.gov/pubmed/23664972,GSE51502,NA,
Mutants,L4 peak genes (highly express in L4),http://www.ncbi.nlm.nih.gov/pubmed/24569038,GSE51502,NA,
Mutants,UP by bar-1 (activated),http://www.ncbi.nlm.nih.gov/pubmed/24569038,GSE51502,NA,
Other,tra-1 targets,http://www.ncbi.nlm.nih.gov/pubmed/24046365,GSE51691,NA,
Other,UP by male in hermaphrodites,http://www.ncbi.nlm.nih.gov/pubmed/24292626,GSE51691,NA,
Mutants,down by 2-deoxy-D-glucose (DOG),http://www.ncbi.nlm.nih.gov/pubmed/24204961,GSE52064,NA,
Mutants,down by lin-54 mutant (germline),http://www.ncbi.nlm.nih.gov/pubmed/24281426,GSE52064,NA,
Mutants,down by mes-4 mutant (germline),http://www.ncbi.nlm.nih.gov/pubmed/24281426,GSE52064,NA,
Mutants,UP by lin-54 mutant (germline),http://www.ncbi.nlm.nih.gov/pubmed/24281426,GSE52064,NA,
Mutants,UP by lin-54;mes-4 mutant (germline),http://www.ncbi.nlm.nih.gov/pubmed/24281426,GSE52064,NA,
Mutants,UP by mes-4 mutant (germline),http://www.ncbi.nlm.nih.gov/pubmed/24281426,GSE52064,NA,
TF Targets,down in sleep vs. wake,http://www.ncbi.nlm.nih.gov/pubmed/25409030,GSE52102,NA,
TF Targets,"eap-1 targets G0 (spr-5 mutant, generation 0)",http://www.ncbi.nlm.nih.gov/pubmed/24685137,GSE52102,NA,
DAF/Insulin/food,down by daf-16;daf-2;rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
Mutants,down by daf-2 mutant (Chen),http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
Mutants,down by daf-2:rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
Mutants,down by lem-2(tm1582) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24490688,GSE52340,NA,
DAF/Insulin/food,down by rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
DAF/Insulin/food,UP by daf-16 mutant under daf-2;rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
Mutants,UP by daf-16;daf-2;rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
DAF/Insulin/food,UP by daf-2 mutant (Chen),http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
Mutants,UP by daf-2:rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
Mutants,UP by rsks-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24332851,GSE52340,NA,
TF Targets,putative Wnt targets from seam cells and VPCs,http://www.ncbi.nlm.nih.gov/pubmed/26048561,GSE52747,NA,
Other,Genes with Antisense Small RNAs Enriched by FLAG::csr-1 IP,http://www.ncbi.nlm.nih.gov/pubmed/24360276,GSE52785,NA,
Other,inactivations enhance exogenous RNAi,http://www.ncbi.nlm.nih.gov/pubmed/24352423,GSE52785,NA,
Development/Dauer/Aging,down by D-glucosamine,http://www.ncbi.nlm.nih.gov/pubmed/24714520,GSE52864,NA,
Development/Dauer/Aging,expression rising during larval development,http://www.ncbi.nlm.nih.gov/pubmed/24440504,GSE52864,NA,
Mutants,down by oga-1 (ok1207) mutant,http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Mutants,down by ogt-1 (ok1474) mutant,http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Microbes,down by pmk-1 (km25) (Bond),http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Microbes,down by S. aureus (Bond),http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Mutants,UP by lake water (August),http://www.ncbi.nlm.nih.gov/pubmed/25994267,GSE53732,NA,
Mutants,UP by oga-1 (ok1207) mutant,http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Mutants,UP by ogt-1 (ok1474) mutant,http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Microbes,UP by P. aeruginosa (Bond),http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Mutants,UP by pmk-1 (km25) (Bond),http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Microbes,UP by S. aureus (Bond),http://www.ncbi.nlm.nih.gov/pubmed/25474640,GSE53732,NA,
Other,"potential plasticity regulators, Significant QTL or Interaction effect at transband,with annotation",http://www.ncbi.nlm.nih.gov/pubmed/17196041,GSE5395,NA,
Other,"potential plasticity regulators, Significant QTL or Interaction effect at transband,without annotation",http://www.ncbi.nlm.nih.gov/pubmed/17196041,GSE5395,NA,
Other,"potential plasticity regulators, Without Significant QTL or Interaction effect at transband,with annotation",http://www.ncbi.nlm.nih.gov/pubmed/17196041,GSE5395,NA,
Other,"potential plasticity regulators, Without Significant QTL or Interaction effect at transband,without annotation",http://www.ncbi.nlm.nih.gov/pubmed/17196041,GSE5395,NA,
Chemicals/stress,UP by Tetracycline vs. S. enterica SL2048 at 120h (Recovery after infection),http://www.ncbi.nlm.nih.gov/pubmed/25340560,GSE54011,NA,
Chemicals/stress,UP by Toxic-Se (selenium),http://www.ncbi.nlm.nih.gov/pubmed/24971995,GSE54011,NA,
Mutants,down by 0.1mM paraquat,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Mutants,down by bar-1 (activated),http://www.ncbi.nlm.nih.gov/pubmed/24569038,GSE54024,NA,
Chemicals/stress,down by isp-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Mutants,down by nuo-6 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Chemicals/stress,UP by 0.1mM paraquat,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Mutants,UP by ced-4(n1162) mutant,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Mutants,UP by isp-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Mutants,UP by nuo-6 mutant,http://www.ncbi.nlm.nih.gov/pubmed/24813612,GSE54024,NA,
Mutants,down by elt-2 RNAi under Hypoxia,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE54030,NA,
Chemicals/stress,down by Hypoxia,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE54030,NA,
Mutants,UP by elt-2 RNAi under Hypoxia,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE54030,NA,
Mutants,UP by Hypoxia,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE54030,NA,
Chemicals/stress,UP by wdr-5 mutant,http://www.ncbi.nlm.nih.gov/pubmed/25310986,GSE54030,NA,
Chemicals/stress,down by vitamin C,http://www.ncbi.nlm.nih.gov/pubmed/25346348,GSE54173,NA,
Chemicals/stress,down by vitamin C under wrn-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/25346348,GSE54173,NA,
Mutants,down by wrn-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/25346348,GSE54173,NA,
Mutants,UP by Tyrosol,http://www.ncbi.nlm.nih.gov/pubmed/25804201,GSE54173,NA,
Chemicals/stress,UP by vitamin C under wrn-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/25346348,GSE54173,NA,
